TITLE = "B00002_ReynoldsStressXY"
VARIABLES = "X", "Y", "Z", "Reynolds stress XY"
ZONE T="Frame 1" I=75, J=67, K=4, F=POINT
-466.046997 452.712006 -43.379002 0.000000
-452.569997 452.712006 -43.379002 0.000000
-439.092997 452.712006 -43.379002 0.000000
-425.615996 452.712006 -43.379002 0.000000
-412.138996 452.712006 -43.379002 0.000000
-398.661996 452.712006 -43.379002 0.000000
-385.184996 452.712006 -43.379002 0.000000
-371.707995 452.712006 -43.379002 0.000000
-358.230995 452.712006 -43.379002 0.000000
-344.753995 452.712006 -43.379002 0.000000
-331.276995 452.712006 -43.379002 0.000000
-317.799994 452.712006 -43.379002 0.000000
-304.322994 452.712006 -43.379002 0.000000
-290.845994 452.712006 -43.379002 0.000000
-277.368994 452.712006 -43.379002 0.000000
-263.891994 452.712006 -43.379002 0.000000
-250.414993 452.712006 -43.379002 0.000000
-236.937993 452.712006 -43.379002 0.000000
-223.460993 452.712006 -43.379002 0.000000
-209.983993 452.712006 -43.379002 0.000000
-196.506992 452.712006 -43.379002 0.000000
-183.029992 452.712006 -43.379002 0.000000
-169.552992 452.712006 -43.379002 0.000000
-156.075992 452.712006 -43.379002 0.000000
-142.598991 452.712006 -43.379002 0.000000
-129.121991 452.712006 -43.379002 0.000000
-115.644991 452.712006 -43.379002 0.000000
-102.167991 452.712006 -43.379002 0.000000
-88.690990 452.712006 -43.379002 0.000000
-75.213990 452.712006 -43.379002 0.000000
-61.736990 452.712006 -43.379002 0.000000
-48.259990 452.712006 -43.379002 0.000000
-34.782990 452.712006 -43.379002 0.000000
-21.305989 452.712006 -43.379002 0.000000
-7.828989 452.712006 -43.379002 0.000000
5.648011 452.712006 -43.379002 0.000000
19.125011 452.712006 -43.379002 0.000000
32.602012 452.712006 -43.379002 0.000000
46.079012 452.712006 -43.379002 0.000000
59.556012 452.712006 -43.379002 0.000000
73.033012 452.712006 -43.379002 0.000000
86.510013 452.712006 -43.379002 0.000000
99.987013 452.712006 -43.379002 0.000000
113.464013 452.712006 -43.379002 0.000000
126.941013 452.712006 -43.379002 0.000000
140.418014 452.712006 -43.379002 0.000000
153.895014 452.712006 -43.379002 0.000000
167.372014 452.712006 -43.379002 0.000000
180.849014 452.712006 -43.379002 0.000000
194.326015 452.712006 -43.379002 0.000000
207.803015 452.712006 -43.379002 0.000000
221.280015 452.712006 -43.379002 0.000000
234.757015 452.712006 -43.379002 0.000000
248.234015 452.712006 -43.379002 0.000000
261.711016 452.712006 -43.379002 0.000000
275.188016 452.712006 -43.379002 0.000000
288.665016 452.712006 -43.379002 0.000000
302.142016 452.712006 -43.379002 0.000000
315.619017 452.712006 -43.379002 0.000000
329.096017 452.712006 -43.379002 0.000000
